id,review_text,date,rating,expected_sentiment,expected_category,expected_priority
1524,Almost perfect. Just needs Apple Watch support and it's a 5-star app.,2025-05-13,5,Positive,Feature Request,Medium
1525,It takes forever to sign up. Other apps do this instantly.,2025-01-25,2,Negative,Performance,High
1526,I was charged twice this month. No response from support.,2025-01-08,1,Negative,Pricing / Billing,High
1527,I keep accidentally tapping the wrong button because they're too close together.,2025-02-26,2,Negative,UX / Design,Medium
1528,Decent app. Does what it says.,2025-08-26,4,Neutral,Praise,Low
1529,Why is the sign-up process so complicated? Just let me use the app.,2025-11-03,2,Negative,Onboarding,Medium
1530,This app has changed how I update profile. Couldn't live without it.,2025-06-15,4,Positive,Praise,Low
1531,"Best app I've used in years. Simple, fast, and reliable.",2025-02-25,5,Positive,Praise,Low
1532,The best $15 I spend every month. Worth every penny.,2025-02-11,4,Positive,Praise,Low
1533,Can't figure out how to delete. The UI is not intuitive at all.,2025-04-19,1,Negative,UX / Design,High
1534,Amazing app! It makes save so much easier.,2025-07-08,3,Positive,Praise,Low
1535,Almost perfect. Just needs dark mode and it's a 5-star app.,2025-03-05,5,Positive,Feature Request,Medium
1536,Great work! Any plans to add cloud backup? That would be awesome.,2025-03-12,5,Positive,Feature Request,Low
1537,Great app! Would be even better with offline mode support.,2025-01-10,5,Positive,Feature Request,Medium
1538,Could you consider adding custom themes? Just a suggestion.,2026-03-22,4,Neutral,Feature Request,Low
1539,This app is a game changer. So much better than similar apps.,2026-07-11,3,Positive,Praise,Low
1540,Would be nice to have templates. Not a dealbreaker though.,2025-04-21,4,Neutral,Feature Request,Low
1541,The setup process has way too many steps. Almost gave up.,2026-10-02,2,Negative,Onboarding,Medium
1542,App uses too much battery. Drains 41% in an hour.,2025-04-06,1,Negative,Performance,Medium
1543,"Love it, but please add collaboration. That would make it perfect.",2025-09-22,4,Positive,Feature Request,Medium
1544,The premium features are not worth the $20/month price tag.,2025-10-16,1,Negative,Pricing / Billing,High
1545,"Love it, but please add keyboard shortcuts. That would make it perfect.",2026-10-22,5,Positive,Feature Request,Medium
1546,The app works but I wonder if custom themes is on the roadmap.,2025-06-25,3,Neutral,Feature Request,Low
1547,The best $12 I spend every month. Worth every penny.,2025-02-17,4,Positive,Praise,Low
1548,Way overpriced compared to competing products. Not worth it.,2025-06-07,2,Negative,Pricing / Billing,Medium
1549,Love the attention to detail in this app. Everything just works.,2026-10-24,5,Positive,Praise,Low
1550,Just downloaded it. Will update my review later.,2025-09-24,4,Neutral,Praise,Low
1551,Too many taps to do a simple update profile. Needs to be simpler.,2025-06-27,1,Negative,UX / Design,Medium
1552,"Works as advertised. No complaints, no excitement.",2025-04-26,4,Neutral,Praise,Low
1553,Almost perfect. Just needs PDF export and it's a 5-star app.,2026-07-15,5,Positive,Feature Request,Medium
1554,"Best app I've used in years. Simple, fast, and reliable.",2025-02-21,5,Positive,Praise,Low
1555,It's OK I guess. Nothing special but it works.,2025-08-22,4,Neutral,Praise,Low
1556,Too expensive for what it does. other tools does the same for free.,2025-04-25,1,Negative,Pricing / Billing,Medium
1557,Takes 22 seconds to load anything. Way too slow.,2025-05-16,1,Negative,Performance,High
1558,The welcome screen has too much text and no visuals. Overwhelming.,2025-12-22,3,Negative,Onboarding,Medium
1559,Five stars! The team behind this app really cares.,2025-06-20,5,Positive,Praise,Low
1560,I was charged twice this month. No response from support.,2025-12-08,1,Negative,Pricing / Billing,High
1561,I keep accidentally tapping the wrong button because they're too close together.,2025-05-04,1,Negative,UX / Design,Medium
1562,The premium features are not worth the $30/month price tag.,2026-07-27,3,Negative,Pricing / Billing,High
1563,Amazing app! It makes sign up so much easier.,2025-02-16,3,Positive,Praise,Low
1564,This is what every app should aspire to be. Perfect.,2025-08-20,3,Positive,Praise,Low
1565,Amazing app! It makes view history so much easier.,2025-01-20,3,Positive,Praise,Low
1566,Constant crashes when using custom themes. Very frustrating.,2025-02-27,2,Negative,Bug / Crash,Critical
1567,Recommended this to all my friends. Everyone loves it.,2025-11-23,4,Positive,Praise,Low
1568,Would be nice to have cloud backup. Not a dealbreaker though.,2025-06-05,2,Neutral,Feature Request,Low
1569,The app works but I wonder if keyboard shortcuts is on the roadmap.,2025-02-13,3,Neutral,Feature Request,Low
1570,The welcome screen has too much text and no visuals. Overwhelming.,2025-11-05,1,Negative,Onboarding,Medium
1571,Dark mode is broken — some text is invisible on dark backgrounds.,2025-07-20,2,Negative,UX / Design,High
1572,The onboarding tutorial is useless. Doesn't explain anything.,2026-08-23,3,Negative,Onboarding,Medium
1573,Decent app. Does what it says.,2026-09-12,4,Neutral,Praise,Low
1574,Could you consider adding custom themes? Just a suggestion.,2025-03-26,4,Neutral,Feature Request,Low
1575,Too expensive for what it does. alternatives does the same for free.,2025-02-20,1,Negative,Pricing / Billing,Medium
1576,It does the basics. multi-account would be a nice addition.,2025-09-17,3,Neutral,Feature Request,Low
1577,I've tried 33 other apps and this is by far the best one.,2025-09-04,3,Positive,Praise,Low
1578,Why is the sign-up process so complicated? Just let me use the app.,2025-03-15,1,Negative,Onboarding,Medium
1579,The onboarding tutorial is useless. Doesn't explain anything.,2025-02-24,1,Negative,Onboarding,Medium
1580,"Works as advertised. No complaints, no excitement.",2025-02-13,2,Neutral,Praise,Low
1581,Could you consider adding dark mode? Just a suggestion.,2026-12-19,3,Neutral,Feature Request,Low
1582,It works. Not much else to say.,2025-01-16,3,Neutral,Praise,Low
1583,"Works as advertised. No complaints, no excitement.",2025-11-17,3,Neutral,Praise,Low
1584,The app works but I wonder if custom themes is on the roadmap.,2025-06-06,4,Neutral,Feature Request,Low
1585,Decent app. Does what it says.,2025-06-09,3,Neutral,Praise,Low
1586,"Best app I've used in years. Simple, fast, and reliable.",2026-07-12,4,Positive,Praise,Low
1587,It does the basics. two-factor auth would be a nice addition.,2026-01-25,2,Neutral,Feature Request,Low
1588,Meh. It's fine for what it is.,2025-12-02,2,Neutral,Praise,Low
1589,Outstanding quality. You can tell the developers care about their users.,2026-01-11,5,Positive,Praise,Low
1590,"Best app I've used in years. Simple, fast, and reliable.",2025-12-11,5,Positive,Praise,Low
1591,App uses too much battery. Drains 37% in an hour.,2026-05-10,2,Negative,Performance,Medium
1592,Could you consider adding multi-account? Just a suggestion.,2025-10-27,3,Neutral,Feature Request,Low
1593,First review on the App Store. Seems fine so far.,2025-06-03,3,Neutral,Praise,Low
1594,Great app! Would be even better with dark mode support.,2025-07-13,5,Positive,Feature Request,Medium
1595,Recommended this to all my friends. Everyone loves it.,2025-02-18,5,Positive,Praise,Low
1596,I've tried 54 other apps and this is by far the best one.,2025-09-26,5,Positive,Praise,Low
1597,The app is amazing. My only wish is offline mode integration.,2025-07-19,4,Positive,Feature Request,Low
1598,The premium features are not worth the $20/month price tag.,2025-06-14,1,Negative,Pricing / Billing,High
1599,The app is incredibly laggy since the last update.,2025-02-27,1,Negative,Performance,High
1600,This app is a game changer. So much better than alternatives.,2026-08-20,5,Positive,Praise,Low
1601,Been using this for 6 months and it just keeps getting better.,2025-05-19,4,Positive,Praise,Low
1602,Would love to see PDF export in a future update. Otherwise fantastic.,2025-12-15,5,Positive,Feature Request,Low
1603,The app is amazing. My only wish is PDF export integration.,2025-11-07,5,Positive,Feature Request,Low
1604,Absolutely love this app! It does exactly what I need.,2025-06-21,5,Positive,Praise,Low
1605,Could you consider adding voice input? Just a suggestion.,2026-01-11,3,Neutral,Feature Request,Low
1606,This app has changed how I export. Couldn't live without it.,2025-12-13,5,Positive,Praise,Low
1607,The premium features are not worth the $10/month price tag.,2025-11-27,2,Negative,Pricing / Billing,High
1608,The app works but I wonder if cloud backup is on the roadmap.,2025-07-13,4,Neutral,Feature Request,Low
1609,The app works but I wonder if collaboration is on the roadmap.,2025-11-06,2,Neutral,Feature Request,Low
1610,The app is amazing. My only wish is collaboration integration.,2025-01-28,5,Positive,Feature Request,Low
1611,Decent app. Does what it says.,2025-12-14,3,Neutral,Praise,Low
1612,Decent app. Does what it says.,2025-05-11,2,Neutral,Praise,Low
1613,"Average app. Not bad, not great.",2025-07-18,3,Neutral,Praise,Low
1614,The free tier is useless. You basically force people to pay.,2025-09-25,2,Negative,Pricing / Billing,Medium
1615,The app is incredibly laggy since the last update.,2025-08-07,1,Negative,Performance,High
1616,Been using this for 4 months and it just keeps getting better.,2026-02-09,5,Positive,Praise,Low
1617,Outstanding quality. You can tell the developers care about their users.,2025-07-18,4,Positive,Praise,Low
1618,Five stars! The team behind this app really cares.,2025-05-20,5,Positive,Praise,Low
1619,Amazing app! It makes edit so much easier.,2025-05-12,3,Positive,Praise,Low
1620,Way overpriced compared to alternatives. Not worth it.,2026-12-05,1,Negative,Pricing / Billing,Medium
1621,Why did you move the keyboard shortcuts button? It was fine before.,2025-10-06,2,Negative,UX / Design,Medium
1622,App crashes on startup since the last update. Can't even open it.,2025-09-25,3,Negative,Bug / Crash,Critical
1623,Standard organization app. Nothing stands out.,2025-09-15,3,Neutral,Praise,Low
1624,"Clean, intuitive, and fast. Exactly what an app should be.",2026-01-13,5,Positive,Praise,Low
1625,Outstanding quality. You can tell the developers care about their users.,2026-11-25,4,Positive,Praise,Low
1626,$30/month for this? Are you kidding me?,2025-04-10,2,Negative,Pricing / Billing,High
1627,Just downloaded it. Will update my review later.,2026-06-24,4,Neutral,Praise,Low
1628,Would be nice to have collaboration. Not a dealbreaker though.,2026-09-15,2,Neutral,Feature Request,Low
1629,This app is a game changer. So much better than the competition.,2025-07-06,5,Positive,Praise,Low
1630,This is what every app should aspire to be. Perfect.,2025-07-23,5,Positive,Praise,Low
1631,App uses too much battery. Drains 32% in an hour.,2025-08-10,1,Negative,Performance,Medium
1632,The app works but I wonder if widgets is on the roadmap.,2025-05-03,3,Neutral,Feature Request,Low
1633,The app works but I wonder if calendar integration is on the roadmap.,2025-03-01,3,Neutral,Feature Request,Low
1634,The menu structure is a maze. Just let me edit directly.,2025-07-09,1,Negative,UX / Design,Medium
1635,The welcome screen has too much text and no visuals. Overwhelming.,2025-12-24,2,Negative,Onboarding,Medium
1636,The free tier is useless. You basically force people to pay.,2026-08-24,1,Negative,Pricing / Billing,Medium
1637,Almost perfect. Just needs two-factor auth and it's a 5-star app.,2026-07-18,4,Positive,Feature Request,Medium
1638,This is what every app should aspire to be. Perfect.,2025-12-23,5,Positive,Praise,Low
1639,Had to watch YouTube videos just to learn basic sign up.,2026-02-11,2,Negative,Onboarding,Medium
1640,Hidden fees everywhere. This is not transparent pricing.,2025-06-12,1,Negative,Pricing / Billing,High
1641,The best $15 I spend every month. Worth every penny.,2025-04-19,4,Positive,Praise,Low
1642,It's OK I guess. Nothing special but it works.,2025-03-05,2,Neutral,Praise,Low
1643,Would be nice to have two-factor auth. Not a dealbreaker though.,2025-03-18,3,Neutral,Feature Request,Low
1644,The new design is terrible. Everything looks the same.,2026-10-19,3,Negative,UX / Design,Medium
1645,The app takes 14 seconds just to start up. Way too heavy.,2026-03-14,1,Negative,Performance,High
1646,It's OK I guess. Nothing special but it works.,2025-03-09,3,Neutral,Praise,Low
1647,Too many taps to do a simple open settings. Needs to be simpler.,2025-09-17,2,Negative,UX / Design,Medium
1648,Had to watch YouTube videos just to learn basic view history.,2025-04-10,1,Negative,Onboarding,Medium
1649,It's OK I guess. Nothing special but it works.,2026-02-22,3,Neutral,Praise,Low
1650,The search takes 59 seconds to return results. Painfully slow.,2025-07-21,2,Negative,Performance,Medium
1651,First-time experience is awful. No guidance whatsoever.,2026-06-01,1,Negative,Onboarding,Medium
1652,Too many taps to do a simple upload. Needs to be simpler.,2026-10-16,3,Negative,UX / Design,Medium
1653,Great app! Would be even better with dark mode support.,2026-07-18,5,Positive,Feature Request,Medium
1654,Memory usage is insane. My phone heats up every time I use this.,2025-06-15,1,Negative,Performance,High
1655,Memory usage is insane. My phone heats up every time I use this.,2025-01-18,1,Negative,Performance,High
1656,Too many taps to do a simple open settings. Needs to be simpler.,2026-09-17,3,Negative,UX / Design,Medium
1657,Absolutely love this app! It does exactly what I need.,2025-02-16,5,Positive,Praise,Low
1658,Takes 33 seconds to load anything. Way too slow.,2025-03-04,1,Negative,Performance,High
1659,The app is incredibly laggy since the last update.,2025-09-10,1,Negative,Performance,High
1660,Price went up from $3 to $20 with no new features.,2025-11-17,1,Negative,Pricing / Billing,High
1661,I've tried 22 other apps and this is by far the best one.,2026-11-06,5,Positive,Praise,Low
1662,Meh. It's fine for what it is.,2025-02-15,3,Neutral,Praise,Low
1663,The search takes 15 seconds to return results. Painfully slow.,2025-12-23,2,Negative,Performance,Medium
1664,The app works but I wonder if calendar integration is on the roadmap.,2025-10-24,2,Neutral,Feature Request,Low
1665,Colors are ugly and the layout makes no sense.,2025-12-01,2,Negative,UX / Design,Medium
1666,It's OK I guess. Nothing special but it works.,2025-11-27,3,Neutral,Praise,Low
1667,Crash after crash after crash. When will you fix this?,2025-08-23,3,Negative,Bug / Crash,Critical
1668,First review on the App Store. Seems fine so far.,2025-02-21,3,Neutral,Praise,Low
1669,This is what every app should aspire to be. Perfect.,2025-04-03,5,Positive,Praise,Low
1670,Could you consider adding PDF export? Just a suggestion.,2025-12-15,2,Neutral,Feature Request,Low
1671,Solid app. The only thing missing is the ability to sign up.,2025-09-12,5,Positive,Feature Request,Medium
1672,Could you consider adding widgets? Just a suggestion.,2025-05-07,3,Neutral,Feature Request,Low
1673,Screen goes black whenever I search. Bug has been there for weeks.,2025-05-08,1,Negative,Bug / Crash,Critical
1674,Would love to see templates in a future update. Otherwise fantastic.,2025-05-17,5,Positive,Feature Request,Low
1675,The app works but I wonder if keyboard shortcuts is on the roadmap.,2026-01-06,2,Neutral,Feature Request,Low
1676,Took me 29 minutes just to figure out how to get started.,2026-07-17,1,Negative,Onboarding,Medium
1677,Meh. It's fine for what it is.,2025-01-02,2,Neutral,Praise,Low
1678,Keeps freezing when I update profile. Had to force quit 56 times today.,2026-06-27,1,Negative,Bug / Crash,High
1679,The app takes 52 seconds just to start up. Way too heavy.,2025-08-25,1,Negative,Performance,High
1680,Really enjoy using this. two-factor auth would be the cherry on top.,2025-10-20,5,Positive,Feature Request,Low
1681,Loading times are ridiculous. I don't have time for this.,2025-06-12,2,Negative,Performance,High
1682,The fonts are way too small. Can barely read anything.,2025-01-13,1,Negative,UX / Design,High
1683,This app is a game changer. So much better than the competition.,2025-09-21,3,Positive,Praise,Low
1684,App uses too much battery. Drains 44% in an hour.,2026-06-27,1,Negative,Performance,Medium
1685,Decent app. Does what it says.,2025-02-19,3,Neutral,Praise,Low
1686,App crashes on startup since the last update. Can't even open it.,2025-01-03,1,Negative,Bug / Crash,Critical
1687,App froze and I lost 41 minutes of work. Not cool.,2026-02-25,2,Negative,Bug / Crash,Critical
1688,Price went up from $10 to $30 with no new features.,2025-01-21,2,Negative,Pricing / Billing,High
1689,Why did you move the two-factor auth button? It was fine before.,2026-11-16,2,Negative,UX / Design,Medium
1690,Can't figure out how to upload. The UI is not intuitive at all.,2025-02-13,2,Negative,UX / Design,High
1691,The app works but I wonder if keyboard shortcuts is on the roadmap.,2025-11-24,3,Neutral,Feature Request,Low
1692,Could you consider adding offline mode? Just a suggestion.,2025-06-24,3,Neutral,Feature Request,Low
1693,This is what every app should aspire to be. Perfect.,2026-07-13,5,Positive,Praise,Low
1694,"Average app. Not bad, not great.",2026-03-14,3,Neutral,Praise,Low
1695,Loading times are ridiculous. I don't have time for this.,2025-04-03,1,Negative,Performance,High
1696,The free tier is useless. You basically force people to pay.,2026-01-14,1,Negative,Pricing / Billing,Medium
1697,Five stars! The team behind this app really cares.,2025-11-25,5,Positive,Praise,Low
1698,Been using this for 32 months and it just keeps getting better.,2025-05-21,4,Positive,Praise,Low
1699,It's OK I guess. Nothing special but it works.,2025-09-14,2,Neutral,Praise,Low
1700,Crash after crash after crash. When will you fix this?,2026-05-25,1,Negative,Bug / Crash,Critical
1701,The fonts are way too small. Can barely read anything.,2026-11-11,2,Negative,UX / Design,High
1702,"Best app I've used in years. Simple, fast, and reliable.",2025-12-02,5,Positive,Praise,Low
1703,Been using this for 45 months and it just keeps getting better.,2025-05-23,5,Positive,Praise,Low
1704,Meh. It's fine for what it is.,2025-03-14,4,Neutral,Praise,Low
1705,Automatic renewal without warning. Shady business practice.,2025-11-24,2,Negative,Pricing / Billing,High
1706,Price went up from $5 to $15 with no new features.,2025-05-14,3,Negative,Pricing / Billing,High
1707,Constant crashes when using collaboration. Very frustrating.,2025-06-11,2,Negative,Bug / Crash,Critical
1708,I cancelled but was still charged. Want my money back.,2025-07-21,1,Negative,Pricing / Billing,High
1709,I keep accidentally tapping the wrong button because they're too close together.,2025-09-06,2,Negative,UX / Design,Medium
1710,Lost all my documents because the app crashed mid-export. Unacceptable.,2026-06-21,2,Negative,Bug / Crash,Critical
1711,Meh. It's fine for what it is.,2025-02-27,3,Neutral,Praise,Low
1712,"Best app I've used in years. Simple, fast, and reliable.",2025-08-21,5,Positive,Praise,Low
1713,Could you consider adding widgets? Just a suggestion.,2025-08-17,3,Neutral,Feature Request,Low
1714,The app works but I wonder if calendar integration is on the roadmap.,2025-02-21,3,Neutral,Feature Request,Low
1715,Too many taps to do a simple save. Needs to be simpler.,2026-10-15,1,Negative,UX / Design,Medium
1716,It's a note-taking app. It does note-taking things.,2025-05-20,2,Neutral,Praise,Low
1717,"Average app. Not bad, not great.",2025-09-16,3,Neutral,Praise,Low
1718,Keeps freezing when I search. Had to force quit 51 times today.,2025-06-18,3,Negative,Bug / Crash,High
1719,Crash after crash after crash. When will you fix this?,2025-01-04,1,Negative,Bug / Crash,Critical
1720,"Average app. Not bad, not great.",2026-09-05,2,Neutral,Praise,Low
1721,It does the basics. templates would be a nice addition.,2025-07-01,2,Neutral,Feature Request,Low
1722,Too many taps to do a simple view history. Needs to be simpler.,2025-06-08,2,Negative,UX / Design,Medium
1723,I keep accidentally tapping the wrong button because they're too close together.,2025-07-24,1,Negative,UX / Design,Medium
1724,First review on the App Store. Seems fine so far.,2025-03-05,2,Neutral,Praise,Low
1725,I still don't understand what half the features do after a week.,2025-10-10,1,Negative,Onboarding,Medium
1726,The app is amazing. My only wish is templates integration.,2025-06-08,5,Positive,Feature Request,Low
1727,Lost all my bookmarks because the app crashed mid-update profile. Unacceptable.,2026-11-17,3,Negative,Bug / Crash,Critical
1728,It does the basics. two-factor auth would be a nice addition.,2025-12-17,3,Neutral,Feature Request,Low
1729,It's a productivity app. It does productivity things.,2026-07-24,2,Neutral,Praise,Low
1730,"Love it, but please add cloud backup. That would make it perfect.",2025-12-12,5,Positive,Feature Request,Medium
1731,The app is amazing. My only wish is offline mode integration.,2025-06-17,5,Positive,Feature Request,Low
1732,I still don't understand what half the features do after a week.,2025-03-05,3,Negative,Onboarding,Medium
1733,Five stars! The team behind this app really cares.,2025-11-04,4,Positive,Praise,Low
1734,Standard planning app. Nothing stands out.,2025-06-20,3,Neutral,Praise,Low
1735,"Average app. Not bad, not great.",2026-01-05,3,Neutral,Praise,Low
1736,Keeps freezing when I upload. Had to force quit 31 times today.,2025-08-03,1,Negative,Bug / Crash,High
1737,The app takes 32 seconds just to start up. Way too heavy.,2025-04-21,1,Negative,Performance,High
1738,It takes forever to upload. Other apps do this instantly.,2026-07-07,1,Negative,Performance,High
1739,Just downloaded it. Will update my review later.,2025-10-03,3,Neutral,Praise,Low
1740,"Every time I try to share, the app just dies. So annoying.",2025-05-18,1,Negative,Bug / Crash,Critical
1741,This app has changed how I view history. Couldn't live without it.,2025-04-22,5,Positive,Praise,Low
1742,App crashes on startup since the last update. Can't even open it.,2025-02-21,1,Negative,Bug / Crash,Critical
1743,The app is incredibly laggy since the last update.,2025-12-18,2,Negative,Performance,High
1744,Would be nice to have cloud backup. Not a dealbreaker though.,2025-09-19,3,Neutral,Feature Request,Low
1745,The app is amazing. My only wish is multi-account integration.,2025-07-13,5,Positive,Feature Request,Low
1746,The app takes 52 seconds just to start up. Way too heavy.,2025-04-21,1,Negative,Performance,High
1747,The free tier is useless. You basically force people to pay.,2026-05-21,2,Negative,Pricing / Billing,Medium
1748,The welcome screen has too much text and no visuals. Overwhelming.,2025-03-17,1,Negative,Onboarding,Medium
1749,Would be nice to have keyboard shortcuts. Not a dealbreaker though.,2025-03-20,3,Neutral,Feature Request,Low
1750,The app is amazing. My only wish is two-factor auth integration.,2025-09-19,4,Positive,Feature Request,Low
1751,It does the basics. dark mode would be a nice addition.,2026-05-01,2,Neutral,Feature Request,Low
1752,Too expensive for what it does. competing products does the same for free.,2026-11-01,1,Negative,Pricing / Billing,Medium
1753,Could you consider adding widgets? Just a suggestion.,2025-08-18,2,Neutral,Feature Request,Low
1754,The app is amazing. My only wish is multi-account integration.,2025-02-04,5,Positive,Feature Request,Low
1755,I've tried 27 other apps and this is by far the best one.,2025-09-13,4,Positive,Praise,Low
1756,It's a task management app. It does task management things.,2025-06-08,3,Neutral,Praise,Low
1757,The best $15 I spend every month. Worth every penny.,2026-05-03,5,Positive,Praise,Low
1758,The menu structure is a maze. Just let me open settings directly.,2025-05-04,1,Negative,UX / Design,Medium
1759,Screen goes black whenever I update profile. Bug has been there for weeks.,2025-03-12,1,Negative,Bug / Crash,Critical
1760,First review on the App Store. Seems fine so far.,2026-02-02,4,Neutral,Praise,Low
1761,Almost perfect. Just needs two-factor auth and it's a 5-star app.,2026-04-08,5,Positive,Feature Request,Medium
1762,"Best app I've used in years. Simple, fast, and reliable.",2025-06-27,5,Positive,Praise,Low
1763,"Love it, but please add calendar integration. That would make it perfect.",2025-01-09,3,Positive,Feature Request,Medium
1764,Recommended this to all my friends. Everyone loves it.,2025-04-17,4,Positive,Praise,Low
1765,Constant crashes when using dark mode. Very frustrating.,2026-02-08,1,Negative,Bug / Crash,Critical
1766,Standard note-taking app. Nothing stands out.,2025-10-11,3,Neutral,Praise,Low
1767,This app has changed how I share. Couldn't live without it.,2025-10-09,5,Positive,Praise,Low
1768,Standard organization app. Nothing stands out.,2025-03-02,3,Neutral,Praise,Low
1769,First-time experience is awful. No guidance whatsoever.,2025-10-13,2,Negative,Onboarding,Medium
1770,The fonts are way too small. Can barely read anything.,2026-10-04,1,Negative,UX / Design,High
1771,Way overpriced compared to similar apps. Not worth it.,2025-06-22,1,Negative,Pricing / Billing,Medium
1772,Outstanding quality. You can tell the developers care about their users.,2026-02-08,5,Positive,Praise,Low
1773,Automatic renewal without warning. Shady business practice.,2025-09-24,2,Negative,Pricing / Billing,High
1774,"Best app I've used in years. Simple, fast, and reliable.",2025-01-19,5,Positive,Praise,Low
1775,"Works as advertised. No complaints, no excitement.",2025-12-14,3,Neutral,Praise,Low
1776,Amazing app! It makes open settings so much easier.,2025-11-01,5,Positive,Praise,Low
1777,Great work! Any plans to add dark mode? That would be awesome.,2025-08-18,5,Positive,Feature Request,Low
1778,Five stars! The team behind this app really cares.,2026-02-08,5,Positive,Praise,Low
1779,The app works but I wonder if keyboard shortcuts is on the roadmap.,2025-12-08,3,Neutral,Feature Request,Low
1780,Lost all my settings because the app crashed mid-sync. Unacceptable.,2025-07-01,1,Negative,Bug / Crash,Critical
1781,Absolutely love this app! It does exactly what I need.,2025-08-23,4,Positive,Praise,Low
1782,Decent app. Does what it says.,2025-01-06,3,Neutral,Praise,Low
1783,"Every time I try to search, the app just dies. So annoying.",2025-09-10,1,Negative,Bug / Crash,Critical
1784,Five stars! The team behind this app really cares.,2026-12-01,5,Positive,Praise,Low
1785,Decent app. Does what it says.,2026-03-26,3,Neutral,Praise,Low
1786,The app works but I wonder if multi-account is on the roadmap.,2026-07-01,2,Neutral,Feature Request,Low
1787,The templates feature crashes immediately. Please fix this.,2025-05-12,2,Negative,Bug / Crash,High
1788,Decent app. Does what it says.,2025-11-03,3,Neutral,Praise,Low
1789,The fonts are way too small. Can barely read anything.,2025-12-20,3,Negative,UX / Design,High
1790,Outstanding quality. You can tell the developers care about their users.,2025-11-11,4,Positive,Praise,Low
1791,Dark mode is broken — some text is invisible on dark backgrounds.,2025-04-25,1,Negative,UX / Design,High
1792,"Clean, intuitive, and fast. Exactly what an app should be.",2026-09-13,5,Positive,Praise,Low
1793,This app has changed how I delete. Couldn't live without it.,2025-01-04,4,Positive,Praise,Low
1794,The app works but I wonder if Apple Watch support is on the roadmap.,2026-03-07,4,Neutral,Feature Request,Low
1795,Absolutely love this app! It does exactly what I need.,2025-02-10,5,Positive,Praise,Low
1796,Would be nice to have offline mode. Not a dealbreaker though.,2026-04-22,4,Neutral,Feature Request,Low
1797,Automatic renewal without warning. Shady business practice.,2025-06-05,1,Negative,Pricing / Billing,High
1798,App crashes every time I try to check notifications. Completely unusable.,2026-06-06,1,Negative,Bug / Crash,Critical
1799,Lost all my data because the app crashed mid-login. Unacceptable.,2025-11-08,1,Negative,Bug / Crash,Critical
1800,I've been using the app for 43 days and still feel lost.,2025-01-20,2,Negative,Onboarding,Medium
1801,Crash after crash after crash. When will you fix this?,2025-09-15,2,Negative,Bug / Crash,Critical
1802,Super intuitive. Figured everything out in 13 minutes.,2025-05-01,5,Positive,Praise,Low
1803,App uses too much battery. Drains 9% in an hour.,2025-06-20,2,Negative,Performance,Medium
1804,$8/month for this? Are you kidding me?,2025-10-17,1,Negative,Pricing / Billing,High
1805,Constant crashes when using dark mode. Very frustrating.,2025-12-08,2,Negative,Bug / Crash,Critical
1806,The app is incredibly laggy since the last update.,2026-02-26,2,Negative,Performance,High
1807,Outstanding quality. You can tell the developers care about their users.,2025-03-26,3,Positive,Praise,Low
1808,It does the basics. widgets would be a nice addition.,2026-01-03,2,Neutral,Feature Request,Low
1809,Just downloaded it. Will update my review later.,2025-06-04,3,Neutral,Praise,Low
1810,Would love to see PDF export in a future update. Otherwise fantastic.,2025-10-15,5,Positive,Feature Request,Low
1811,I keep accidentally tapping the wrong button because they're too close together.,2025-10-18,1,Negative,UX / Design,Medium
1812,Lost all my notes because the app crashed mid-check notifications. Unacceptable.,2025-12-28,2,Negative,Bug / Crash,Critical
1813,"Every time I try to open settings, the app just dies. So annoying.",2025-04-25,1,Negative,Bug / Crash,Critical
1814,This app has changed how I update profile. Couldn't live without it.,2025-10-02,5,Positive,Praise,Low
1815,The app works but I wonder if custom themes is on the roadmap.,2025-09-05,2,Neutral,Feature Request,Low
1816,It's OK I guess. Nothing special but it works.,2026-04-02,2,Neutral,Praise,Low
1817,This app has changed how I view history. Couldn't live without it.,2025-07-26,4,Positive,Praise,Low
1818,Almost perfect. Just needs dark mode and it's a 5-star app.,2025-01-04,5,Positive,Feature Request,Medium
1819,App crashes on startup since the last update. Can't even open it.,2025-09-18,2,Negative,Bug / Crash,Critical
1820,The app takes 59 seconds just to start up. Way too heavy.,2026-08-08,2,Negative,Performance,High
1821,Been using this for 31 months and it just keeps getting better.,2025-05-20,5,Positive,Praise,Low
1822,App crashes on startup since the last update. Can't even open it.,2025-05-06,2,Negative,Bug / Crash,Critical
1823,Outstanding quality. You can tell the developers care about their users.,2025-04-17,5,Positive,Praise,Low
1824,Outstanding quality. You can tell the developers care about their users.,2025-03-12,5,Positive,Praise,Low
1825,Great app! Would be even better with PDF export support.,2025-06-24,5,Positive,Feature Request,Medium
1826,Absolutely love this app! It does exactly what I need.,2025-08-22,5,Positive,Praise,Low
1827,Absolutely love this app! It does exactly what I need.,2025-09-23,5,Positive,Praise,Low
1828,It takes forever to share. Other apps do this instantly.,2026-02-07,2,Negative,Performance,High
1829,Hidden fees everywhere. This is not transparent pricing.,2025-01-01,3,Negative,Pricing / Billing,High
1830,The free tier is useless. You basically force people to pay.,2025-01-16,1,Negative,Pricing / Billing,Medium
1831,Five stars! The team behind this app really cares.,2025-01-22,4,Positive,Praise,Low
1832,App crashes every time I try to search. Completely unusable.,2025-03-14,1,Negative,Bug / Crash,Critical
1833,$15/month for this? Are you kidding me?,2025-09-11,1,Negative,Pricing / Billing,High
